WGS84 UTM 19N
-31.994601995684206 56.78262203093618 51.305
0.02226796228205785 2.642939083278179 24.688
-13.811564210860524 18.38651194050908 24.641
-1.2547085720580071 -7.958697374910116 7.233
19.688593455939554 1.7323690010234714 9.774
-18.044737394317053 4.236067563295364 24.635
-22.86581363424193 -5.710878312587738 25.169
4.17030585790053 6.728826316073537 24.675
-16.155982046504505 12.922505758702755 24.614
12.79563039058121 28.49244935438037 24.318
7.235307692899369 3.7082670386880636 7.643
13.680935524986126 1.7482096878811717 8.931
7.8686034987913445 33.525913985446095 24.805
-1.7777540150564164 -10.767934526316822 6.979
-1.7869780919281766 23.04345233179629 20.632
-6.64278109848965 -13.524900365620852 4.731
-17.566107167163864 2.6019558338448405 22.921
0.6692156465724111 1.1490936446934938 4.011
-2.5121391772991046 -10.471919192001224 7.531
2.8143877247348428 -25.637545400299132 16.775
1.39892175787827 36.175465662032366 24.944
6.846768030198291 8.306810197420418 24.737
2.4843567606876604 -0.42931681778281927 7.657
1.243332601385191 4.02372943982482 24.751
-21.076243688177783 -2.67754187528044 24.339
-1.7065306249423884 0.39697862323373556 25.029
1.806380192632787 -1.512482282705605 7.323
9.0832115492085 8.095719145610929 24.473
-14.057467953651212 -28.01855972222984 11.663
7.735748966108076 8.26251271367073 24.664
0.3320699109463021 -6.453655399382114 7.71
14.042100117891096 -20.216340986080468 11.291
-3.280667357961647 -8.563942581415176 3.624
-6.4585825156536885 -13.740586131811142 4.47
18.817463148850948 1.831777305342257 10.215
-12.222963941574562 -25.830782604403794 24.632
13.0902197296964 31.06291543133557 24.998
-13.289287949097343 19.17354234214872 24.735
9.988301257835701 -26.14902122784406 11.442
-1.488501269603148 23.447151810862124 20.342
11.962444533244707 18.835348200052977 24.743
10.145208716043271 3.402675244025886 7.304
2.204895575880073 4.910963453352451 24.494
10.273001468740404 -23.64497652463615 12.27
-10.999429897055961 -22.02782975975424 25.878
13.934334389225114 1.6641396442428231 9.152
15.678009060386103 1.8541761860251427 9.264
0.3488016200135462 36.36821040790528 24.843
0.04649952659383416 -16.95768898166716 12.016
-14.195513335173018 17.19604559149593 24.833
-20.440585760516115 -1.97110575158149 24.129
16.346261873841286 1.882027454674244 9.487
13.538986284052953 1.6739565692842007 8.888
-11.425057932618074 -25.228375129401684 11.518
19.03957072662888 1.8151511708274484 9.978
15.974795856629498 1.857917858287692 9.313
12.64735390804708 2.6072091180831194 7.375
1.9877222405048087 -15.450337308458984 12.018
-0.3210897473618388 -6.5374356266111135 7.704
19.068691548425704 1.992206085473299 9.58
13.335176689201035 31.634611341170967 24.929
12.872703246423043 32.923874666914344 24.864
6.18895810295362 8.367589550092816 24.749
-1.0753543832688592 -32.59651736076921 13.251
19.191686376696452 1.9669298343360424 9.596
-37.550726297311485 60.37618915177882 51.267
-13.39292603143258 -26.812839527614415 11.653
-13.45320996659575 -28.24467774759978 11.769
-7.238094540312886 -21.89901686925441 11.916
-16.60481726983562 3.478083061054349 22.758
12.668766141287051 25.706707049161196 24.581
6.033137157559395 12.049241591244936 4.278
-5.382923850789666 31.232764799147844 24.016
-18.79971365898382 2.0437034852802753 24.889
0.4099537916481495 0.3333085523918271 3.744
-0.6683623571880162 -6.251033632084727 7.684
-4.0326054422184825 19.565881055779755 21.989
-1.9292881319997832 -18.197514780797064 12.036
11.980153337237425 17.557129033841193 24.593
19.051667266292498 1.9704065546393394 9.644
13.778669624996837 1.701338343322277 9.001
8.714275505160913 -24.6840501409024 13.149
10.382343423028942 -25.54769397713244 11.067
-7.131972839008085 -25.590546225197613 23.77
21.243587084463798 1.2937578288838267 9.793
19.664987087599002 1.7773996526375413 9.834
17.01960488210898 -1.8680300060659647 10.652
-9.844273364695255 -13.345394008792937 25.809
-5.588234455615748 16.660064700059593 22.391
-6.366748353233561 30.112751103006303 23.958
20.230267034145072 1.6411412646993995 9.348
1.7781454794458114 -3.645117323845625 7.503
-4.752785647055134 31.71711666509509 24.62
18.835038879769854 1.8757853908464313 10.064
19.31988467730116 1.8193020122125745 9.899
-11.364737771218643 -23.46320400480181 25.739
-1.3264354396378621 -3.545799075625837 3.713
19.30616906611249 1.9307538187131286 9.773
-7.477143154595979 -13.604180004447699 5.306
9.48609143588692 -24.13654815685004 14.565
-10.142837030813098 25.40652108192444 24.695
13.45158526673913 -22.423902878537774 11.37
12.519360325706657 2.099275602027774 8.944
4.900877148611471 1.6328999372199178 7.714
-10.362446001498029 -24.254763063043356 11.558
-40.96874287549872 63.449983892031014 52.061
-3.2849089130177163 33.08066563308239 25.269
2.439339631353505 4.7273635463789105 4.178
-0.8410516062285751 -6.2356340968981385 7.585
-11.564442232076544 22.91960037034005 24.786
-10.423654887941666 -14.108784303069115 25.966
-8.992052333196625 -23.166571961715817 11.674
-20.934622587636113 -0.625500506721437 22.548
-15.094955567270517 14.496157167479396 24.722
-2.7628290908178315 -25.876825570128858 18.726
12.272164084366523 21.683216671459377 24.746
-2.640702151111327 -33.90209121629596 13.092
-11.847437440010253 33.42664425354451 31.314
19.61777435289696 1.8674609512090683 9.78
-0.9527038333471864 -25.666220705024898 17.993
5.3808672611485235 2.3765372214838862 7.758
-22.848200388427358 -5.333537406288087 24.36
15.35761592304334 1.8954651914536953 9.133
-2.759362143231556 33.667615208774805 25.076
-8.928081844293047 -10.63480978924781 26.041
1.1763580050319433 -5.974620836786926 7.699
-8.044984942185692 28.24331502057612 24.802
18.29198671132326 1.9114918457344174 10.131
-2.8532608008245006 23.581043754704297 24.006
-12.323455988720525 -25.894953685812652 11.519
9.359787335444707 -24.24452308472246 13.077
18.0679490667535 1.8503880565986037 9.97
10.514692721015308 7.993506275117397 24.72
20.320316197816283 1.616683080792427 9.416
8.493234369554557 -24.956339456140995 12.744
14.896652213996276 1.9180224584415555 8.931
19.732808489527088 1.85349350143224 9.662
13.985131556109991 1.718433921225369 9.259
-1.6124292634194717 35.05024584475905 24.881
-9.419579035311472 26.32189394440502 24.882
8.155768363270909 -10.003496319055557 12.347
19.460455236257985 1.8380338540300727 9.877
17.457351196790114 1.8211050191894174 10.146
-3.026644205034245 -7.95913890004158 3.572
-10.866355232312344 -30.275590530596673 11.729
1.7277193308109418 -5.3438673708587885 7.677
-28.952930777799338 54.15151365660131 51.503
-14.432586209615692 15.94637591112405 24.819
-12.95304806821514 -26.357096444815397 11.612
11.512222450692207 -24.520193469710648 10.868
-3.3718893182231113 -34.47282316442579 11.798
-0.0023004800314083695 -31.534274055622518 13.254
3.4546360420645215 -0.18674436677247286 7.568
19.71550848626066 1.820589691400528 9.686
16.188391284784302 1.8303918726742268 9.366
1.9209350104210898 -0.8819928150624037 7.487
13.685276451229583 32.1259185411036 24.906
-19.240051600383595 -0.08980806078761816 24.724
-5.085294224321842 -6.230235199443996 24.871
-12.420108402264304 21.318626137450337 24.65
3.85355932044331 -25.607794862240553 16.797
5.602242689696141 8.304381142370403 24.813
4.5796379974344745 34.49647705350071 24.706
-10.310728213109542 -25.822716287337244 24.498
5.631895855360199 -12.074159663170576 12.467
-11.76775291946251 -25.75319855194539 24.691
19.327845373074524 1.8079932210966945 9.912
-12.4385446801316 -28.869877465069294 11.662
-7.627643047599122 13.521818118169904 22.636
3.6320382703561336 -25.235626846551895 16.528
-1.8989785158773884 23.17956721317023 21.832
7.8761295567965135 3.9590211706236005 7.78
-13.836664867587388 -27.424042475409806 11.807
-1.5192826541606337 -9.652129457332194 7.324
-4.170601559453644 -12.208514085039496 4.728
19.747075551305898 1.7642502514645457 9.668
18.511888494773302 1.8060314692556858 10.228
11.811743412108626 19.072423971258104 25.436
11.715571380860638 2.919235765002668 7.202
-10.963174884731416 -21.89539661165327 25.485
19.691450215352233 0.1878517633304 10.197
3.210673615511041 5.919321995228529 24.557
-14.30535217479337 -27.71240312885493 11.649
-1.4955092231393792 -10.68605455569923 5.781
5.6477774872328155 2.8365765158087015 7.649
9.920292401104234 7.9527105847373605 24.769
-2.7807849749806337 -6.687464896589518 3.74
16.9873238876462 1.8105538273230195 10.064
-0.24941652512643486 -1.328097339719534 3.673
-3.861665017378982 21.13941598497331 22.551
8.92222387099173 -23.611434711143374 12.719
-17.848331192799378 5.175635553896427 24.809
5.0783253773115575 10.106282508932054 4.243
20.140217871172354 1.6655994495376945 9.38
-12.392105310806073 -26.004360074177384 24.94
-18.92668057035189 0.9135217638686299 24.998
-4.909233923652209 -25.690189557150006 21.727
13.164525507658254 32.727739163674414 25.401
-12.212557980441488 -26.0754858199507 26.006
13.674354010203388 32.68174604140222 24.535
1.8159306750167161 -30.001645769923925 13.308
-44.61264644522453 67.05161466263235 53.448
-4.22056321578566 -4.596151792444289 24.415
2.7441201116889715 -25.480244729667902 17.63
19.083510048338212 1.9251713892444968 9.767
-0.3221473520388827 -11.226304547861218 5.127
-5.520116528845392 -20.752790248952806 12.034
-10.405192854232155 -20.99814137071371 25.411
9.871882070379797 -8.26833027228713 11.714
19.101361498062033 1.9802837558090687 9.554
6.062665969424415 33.81520436052233 24.635
-6.557971292408183 -13.760340177454054 4.524
19.68173564627068 1.788094905205071 9.731
-19.458224050700665 0.7489450182765722 22.99
-3.0046948340022936 22.12924679275602 22.548
-16.583982642390765 10.622020767070353 24.907
0.5931937468703836 1.406537395901978 3.956
11.629212674451992 -6.200853567570448 11.261
-28.498941022669896 53.18468050286174 51.415
11.392663447011728 12.81615558359772 24.942
-3.9903138702502474 32.22040448524058 24.758
-2.9851886884425767 22.25098477769643 22.948
